job_title,job_id,company,industry,location,experience,education,salary,salary_min,salary_max,salary_avg,salary_note,tags,update_date,source_url
資料工程師,8ikwv,悠遊卡股份有限公司,其他金融及輔助業,台北市南港區,3年以上,大學,待遇面議,,,,無薪資資訊,"距捷運南港軟體園區站約440公尺, 節日獎金/禮品, 津貼/補助, 家庭日, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
IT系統暨資料庫維運 - J2281,89m4h,廣達電腦股份有限公司,電腦及其週邊設備製造業,桃園市龜山區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
[DI] 數據平台工程師 Data Platform Engineer,4jnp8,動力安全資訊股份有限公司,電腦系統整合服務業,台北市內湖區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 家庭日",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
機器學習 / 深度學習工程師,8uhku,科傳服務股份有限公司,半導體製造業,苗栗縣竹南鎮,1年以上,大學,"月薪50,000元以上",50000.0,,50000.0,最低保證薪資,"年終獎金, 津貼/補助, 分紅配股, 優於勞基法特休, 生日假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
【台灣大哥大集團】資料數據分析師(可申請居家遠端工作),8rsd9,台灣客服科技股份有限公司,其他電信及通訊相關業,新北市三重區,經歷不拘,高中,"月薪35,000~42,000元",35000.0,42000.0,38500.0,,"遠端工作, 距捷運先嗇宮站約320公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
資料分析師 / Data Analyst - Tableau,8sj5d,聯和科創股份有限公司,電腦系統整合服務業,台北市中山區,5年以上,大學,待遇面議,,,,無薪資資訊,"距捷運雙連站約330公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
【資訊】AI應用工程師,8qqbl,中租控股_中租迪和股份有限公司,其他金融及輔助業,台北市內湖區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"距捷運港墘站約440公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
IT資訊服務及系統管理 - J2463,8u0ee,廣達電腦股份有限公司,電腦及其週邊設備製造業,桃園市龜山區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
全端工程師,7yz3j,群健有線電視股份有限公司,電視業,台中市北屯區,經歷不拘,大學,"月薪32,000~50,000元",32000.0,50000.0,41000.0,,"距捷運四維國小站約120公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
AI工程師 (AI Engineer)【板橋】,8r790,香港商天宏軟體製作有限公司台灣分公司,電腦軟體服務業,新北市板橋區,3年以上,大學,"月薪60,000~100,000元",60000.0,100000.0,80000.0,,"距捷運江子翠站約120公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
【資訊】程式開發工程師/助理工程師(系統維運),7oxle,亞福儲能股份有限公司,電池製造業,高雄市路竹區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 停車位",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
AI Application Developer (工作地點: 新店),8urzr,印度商威普羅股份有限公司台灣分公司,電腦系統整合服務業,新北市新店區,3年以上,專科,待遇面議,,,,無薪資資訊,"外商公司, 遠端工作, 津貼/補助, 優於勞基法特休, 不扣薪病/事假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=38
【研究發展處】大數據資料處理工程師,7bdre,現觀科技股份有限公司,電腦軟體服務業,台北市中山區,經歷不拘,大學,"月薪35,000~55,000元",35000.0,55000.0,45000.0,,"距捷運中山站約310公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
115年研發替代役 - 人工智慧統計分析/大數據分析工程師,8tcg5,旺宏電子股份有限公司,IC設計相關業,新竹市,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 津貼/補助, 停車位, 家庭日, 團體保險",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
機率工程師（AI應用方向）,8oh1v,諾思資訊股份有限公司,電腦軟體服務業,台北市內湖區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 不扣薪病/事假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
250901 資料科學中心 全端軟體工程師,8ub1j,智勝科技股份有限公司,其他半導體相關業,台中市西屯區,經歷不拘,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
IT 資訊工程師,8czif,瑞音生技醫療器材股份有限公司,醫療器材製造業,台北市內湖區,5年以上,專科,待遇面議,,,,無薪資資訊,團體保險,10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
資訊管理-資料數據平台工程師(FI2170),7wg70,智邦科技股份有限公司,電腦及其週邊設備製造業,新竹市,3年以上,專科,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
【研究發展處】Big Data Engineer 資料工程師 / Senior Big Data Engineer 資深資料工程師,7bdqr,現觀科技股份有限公司,電腦軟體服務業,台北市中山區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"距捷運中山站約310公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
量化投資金融大數據工程師,7mnu3,沛然資訊有限公司,電腦軟體服務業,台北市內湖區,3年以上,大學,"年薪900,000~1,700,000元",75000.0,141666.0,108333.0,年薪轉換為月薪,"距捷運西湖站約130公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
【總公司】營運管理分析師/高級分析師,8ljf8,嘉里大榮物流股份有限公司,汽車貨運業,台北市中正區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運忠孝新生站約50公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
【台北】數據分析工程師,8sa9q,聯合骨科器材股份有限公司,醫療器材製造業,新北市永和區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
NLP 研究科學家 NLP Research Scientist【開放年後報到】,8us63,艾奈科技有限公司,電腦軟體服務業,台北市信義區,3年以上,碩士,待遇面議,,,,無薪資資訊,"距捷運市政府站約340公尺, 津貼/補助, 優於勞基法特休, 交通補助, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
數據分析工程師(竹北),8uri5,艾思特能源股份有限公司,精密儀器相關製造業,新竹縣竹北市,經歷不拘,大學,"月薪40,000~50,000元",40000.0,50000.0,45000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 生日假, 停車位",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
研發工程師-數位孿生與資料清洗,8us4l,維碩科技股份有限公司,環境衛生及污染防治服務業,桃園市龜山區,經歷不拘,大學,"月薪40,000元以上",40000.0,,40000.0,最低保證薪資,"年終獎金, 節日獎金/禮品, 津貼/補助, 生日假, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
總公司-IT部門/數據分析及報表開發工程師,8cam8,全國電子股份有限公司,電子通訊／電腦週邊零售業,新北市五股區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
Full-Stack Engineer/全端工程師 (Data Science & AI Team),7du5n,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,3年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
AI 工程師,8t49c,富強醫材股份有限公司,醫療器材製造業,桃園市中壢區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助, 停車位",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
機器學習工程師 AI/ML Engineer(Data Science & AI Team),7du3k,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,3年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
AI應用工程師,8hmm3,智易科技股份有限公司,其他電信及通訊相關業,新竹市,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 不扣薪病/事假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
演算法工程師,8te4m,真建築科技股份有限公司,網際網路相關業,台北市北投區,經歷不拘,高中,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
（C3）AI服務研發工程師 (內湖/高雄),8ossk,鴻海精密工業股份有限公司,消費性電子產品製造業,台北市內湖區,3年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=39
資料中心網路維運工程師(台北),6le0r,東豐科技股份有限公司,其它軟體及網路相關業,台北市內湖區,經歷不拘,專科,"月薪43,000元以上",43000.0,,43000.0,最低保證薪資,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 團體保險",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
資料工程師 Data Engineer,7dpwf,果實夥伴股份有限公司,網際網路相關業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"遠端工作, 距捷運西湖站約260公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
【誠品線上】資深雲端數據工程師,8lo09,誠品生活股份有限公司,百貨相關業,台北市信義區,3年以上,大學,待遇面議,,,,無薪資資訊,"遠端工作, 距捷運國父紀念館站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
Internet程式設計師(台南)-B83B,86vu1,精誠資訊股份有限公司,電腦系統整合服務業,台南市永康區,經歷不拘,專科,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
運維工程師,6ysw4,宸和數位科技有限公司,電腦軟體服務業,台北市內湖區,經歷不拘,高中,"月薪40,000~65,000元",40000.0,65000.0,52500.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 生日假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
資料庫管理師(DBA),8p4jy,臺灣中小企業銀行股份有限公司,銀行業,台北市中正區,2年以上,大學,"月薪45,000~70,000元",45000.0,70000.0,57500.0,,"上市上櫃, 節日獎金/禮品, 分紅配股, 不扣薪病/事假, 團體保險",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
MES,8tqyf,崧虹科技股份有限公司,光電產業,桃園市八德區,3年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 停車位",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
程式設計師,7w9j1,湧德電子股份有限公司,其他電子零組件相關業,桃園市蘆竹區,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
系統工程師 / Systems Engineer,7iwi8,禾多移動多媒體股份有限公司,數位內容產業,台北市中山區,經歷不拘,專科,"年薪500,000~600,000元",41666.0,50000.0,45833.0,年薪轉換為月薪,"距捷運民權西路站約500公尺, 年終獎金, 津貼/補助, 免費下午茶, 部門聚餐",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
資料工程師 (Data Engineer),8lttn,開元食品工業股份有限公司,其他食品製造業,台北市內湖區,3年以上,高中,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 子女教育獎助學金",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
【黑沃咖啡】IT資訊人員,70vid,黑沃餐飲股份有限公司,餐館業,台中市霧峰區,2年以上,專科,"月薪40,000~60,000元",40000.0,60000.0,50000.0,,"節日獎金/禮品, 員工旅遊, 免費下午茶, 員工優惠",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
AI/Big Data工程師(DTO)-Generative AI ENgineer,8ljvi,貿聯國際股份有限公司,其他電子零組件相關業,新北市中和區,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
【Head Office】資訊專員/主任,3tpkt,Sisley Paris_香港商希思黎化妝品有限公司台灣分公司,藥品／化妝品及清潔用品零售業,台北市信義區,經歷不拘,專科,"月薪35,000~55,000元",35000.0,55000.0,45000.0,,"外商公司, 年終獎金, 節日獎金/禮品, 津貼/補助, 家庭日",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
數據工程師,8idjr,久浪智醫股份有限公司,生化科技研發業,新竹縣竹北市,經歷不拘,大學,待遇面議,,,,無薪資資訊,"節日獎金/禮品, 津貼/補助, 團體保險",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
資料工程師 (Data Engineer),8ekil,"替您錄科技股份有限公司(TGC Taiwan, Inc.)",多媒體傳播相關業,台北市松山區,2年以上,專科,"月薪55,000~75,000元",55000.0,75000.0,65000.0,,"距捷運松山站約170公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
數據工程師Data Engineer,4bma8,統一資訊股份有限公司,電腦系統整合服務業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 新人假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
AI 自動化專案助理 (實習生) | 打造智慧旅宿 x 永續創新 (學生實習計畫),8u7rh,葉綠宿集團 Green Hotel Group_葉綠宿股份有限公司,旅館業,台中市西屯區,經歷不拘,專科,N/A,,,,無法解析薪資格式,"遠端工作, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工宿舍",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
研發助理工程師,7wsv9,台灣美特精密股份有限公司,其他相關製造業,桃園市桃園區,1年以上,專科,"月薪35,000~55,000元",35000.0,55000.0,45000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 停車位, 部門聚餐",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
資料分析AI演算法工程師_汐止_06068,8npq8,緯創資通股份有限公司,電腦及其週邊設備製造業,新北市汐止區,3年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 節日獎金/禮品, 津貼/補助, 分紅配股, 彈性上下班",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
AI 工程師/機器學習工程師/資料科學家/數據應用分析師【產品五處/台北】,7h1vk,邁達特數位股份有限公司,電腦軟體服務業,台北市內湖區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運港墘站約130公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=40
【台北事業處】AI Agent研發工程師,8hxmj,千享國際企業股份有限公司,電腦軟體服務業,台北市信義區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運國父紀念館站約350公尺, 年終獎金, 津貼/補助, 員工旅遊, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
MIS 資訊助理,8q3pu,思納捷科技股份有限公司,電腦軟體服務業,台北市松山區,2年以上,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
數據實習工程師 (長期) / Data Engineer Intern,89q9w,大數據股份有限公司,其它軟體及網路相關業,台北市中山區,經歷不拘,專科,時薪190元,33440.0,,33440.0,推估（時薪 × 8小時 × 22天）,"距捷運行天宮站約220公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
Python 應用工程師,8qhwv,真建築科技股份有限公司,網際網路相關業,台北市北投區,經歷不拘,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
【KD科定】資深數據分析師/儲備幹部《給你發揮及升遷的舞台，另享年終績效與季度分紅獎金唷》,8koq5,KD_科定企業股份有限公司,木竹製品製造業,新北市新莊區,5年以上,大學,"月薪56,000~100,000元",56000.0,100000.0,78000.0,,"上市上櫃, 距捷運新北產業園區站約460公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
DB資料庫工程師,88y3w,億力資訊股份有限公司,電腦軟體服務業,台北市松山區,2年以上,專科,"月薪56,000元以上",56000.0,,56000.0,最低保證薪資,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
Mechanical Engineer - Data Center,8lxtj,Cooler Master_訊凱國際股份有限公司,電腦及其週邊設備製造業,台北市內湖區,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 停車位, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
【南港知名美商電腦原廠 】Platform Development Manager.KA_816,8ue25,藝珂人事顧問股份有限公司,人力仲介代徵,台北市南港區,3年以上,大學,"月薪78,000元以上",78000.0,,78000.0,最低保證薪資,N/A,10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
生成式AI工程師,8ii2v,關貿網路股份有限公司,電腦系統整合服務業,台北市南港區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運南港展覽館站約250公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
醫療資訊系統工程師(中部地區),807ir,台灣英飛特股份有限公司,醫療器材製造業,台中市西屯區,經歷不拘,專科,"月薪30,000~40,000元",30000.0,40000.0,35000.0,,"距捷運文華高中站約240公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 不扣薪病/事假",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
統一超商資料工程師(uniopen客戶資料平台CDP),8p2aa,統一超商股份有限公司,百貨相關業,台北市信義區,1年以上,大學,"月薪50,000~120,000元",50000.0,120000.0,85000.0,,"上市上櫃, 節日獎金/禮品, 津貼/補助, 子女教育獎助學金, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
系統服務工程師(台中)-F75C,8tg83,精誠資訊股份有限公司,電腦系統整合服務業,台中市西屯區,2年以上,專科,"月薪40,000~55,000元",40000.0,55000.0,47500.0,,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
資訊系統部(資深)系統工程師,726he,統一綜合證券股份有限公司,證券及期貨業,台北市松山區,3年以上,大學,"月薪40,000~65,000元",40000.0,65000.0,52500.0,,"上市上櫃, 距捷運南京三民站約170公尺, 節日獎金/禮品, 津貼/補助, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
PD0765 資料工程師(內湖),8jqjq,仁寶電腦工業股份有限公司,電腦及其週邊設備製造業,台北市內湖區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運西湖站約270公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
CRM Specialist 顧客關係管理專員(約聘)(部分遠端工作),88ghy,法國皇家_台灣皇家寵物食品有限公司,寵物相關服務業,台北市南港區,3年以上,大學,待遇面議,,,,無薪資資訊,"外商公司, 遠端工作, 距捷運南港軟體園區站約330公尺, 節日獎金/禮品, 津貼/補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
AI軟體工程師 AI Software Engineer (Data Science & AI Team),7z809,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,5年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
【智能資訊處】系統開發維護工程師 /高級工程師,7meqs,艾訊股份有限公司,電腦及其週邊設備製造業,新北市汐止區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
資料中心網路維運工程師(台中),83shn,東豐科技股份有限公司,其它軟體及網路相關業,台中市北屯區,經歷不拘,專科,"月薪32,000~34,000元",32000.0,34000.0,33000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 團體保險",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
數據工程師,8tqpw,億力資訊股份有限公司,電腦軟體服務業,台北市內湖區,2年以上,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
研發替代役_工研院南分院_AI應用開發工程師(六甲/M300),8tae3,工研院 _財團法人工業技術研究院,其他專業／科學及技術業,台南市六甲區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=41
DATA_(資深)資料工程師,83d0r,博弘雲端科技股份有限公司,網際網路相關業,台北市中山區,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 家庭日, 員工旅遊",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
AI 工程師/機器學習工程師/資料科學家/數據應用分析師,8sie3,超越數位股份有限公司,電腦系統整合服務業,新竹縣竹北市,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 帶寵物上班",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
(幕僚)_資訊副理/資深工程師,8n5pu,邁萪科技股份有限公司,電腦及其週邊設備製造業,新北市中和區,3年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 停車位",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
資料工程師 Data Science,8qjqu,沛然資訊有限公司,電腦軟體服務業,台北市內湖區,3年以上,碩士,待遇面議,,,,無薪資資訊,"距捷運西湖站約120公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 免費下午茶",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
【ITRI Global Talent】工研院服科中心_智慧服務型機器人策略與技術專家(A000),8q8jg,工研院 _財團法人工業技術研究院,其他專業／科學及技術業,新竹縣竹東鎮,5年以上,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
#️⃣【Global Investment Company｜Investment Reporting Analyst】薪資依經驗可議 / 具 2-3 年投資領域背景尤佳｜BIS_233,7mrwb,藝珂人事顧問股份有限公司,人力仲介代徵,台北市大安區,3年以上,大學,"月薪60,000~90,000元",60000.0,90000.0,75000.0,,遠端工作,10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
Data Engineer,8uj00,Pinkoi_香港商果翼科技股份有限公司台灣分公司,其它軟體及網路相關業,台北市大同區,1年以上,專科,待遇面議,,,,無薪資資訊,"遠端工作, 距捷運圓山站約220公尺, 員工旅遊, 免費下午茶, 員工優惠",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
CVR00 電芯品質工程師,8urft,新加坡商兆普有限公司台灣分公司,電池製造業,新竹縣湖口鄉,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工宿舍",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
數據工程師 - 數據分析人員(IDS),8ip4q,宏燁資訊股份有限公司,電腦系統整合服務業,台北市中正區,2年以上,專科,待遇面議,,,,無薪資資訊,"距捷運善導寺站約280公尺, 津貼/補助, 生日假, 員工旅遊, 部門聚餐",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
工研院服科中心＿Agentic AI 服務型機器人系統工程師 （A000),8q8hp,工研院 _財團法人工業技術研究院,其他專業／科學及技術業,新竹縣竹東鎮,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",10/14,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=42
